device_id,device_type,purchase_date,purchase_year,purchase_month,purchase_month_name,age,expected_age,age_validation_flag,device_age_band,manufacturer,model,country,maintenance_cost_original,maintenance_cost,maintenance_cost_quality_flag,downtime_hours,maintenance_frequency,failure_event_count,failure_flag,failure_status,maintenance_class,maintenance_severity,maintenance_report,failure_type,risk_score,operational_risk_level,replacement_review_flag
MD03449,Defibrillator,2018-04-23,2018,4,April,7,7,Matched,7-9 Years,CardioSync,Model-100,France,7115.349585060145,7115.349585060145,Valid,7.93,3,0,0,No Failure Reported,1,Low,Component component upgrade after detecting overheating; functionality restored. log cleaned low priority fault,Overheating,0,Low,Monitor
MD00389,X-Ray Machine,2021-11-27,2021,11,November,4,4,Matched,4-6 Years,MedEquip,Model-600,UK,4969.813978361384,4969.813978361384,Valid,6.73,4,3,1,Failure Reported,1,Low,Routine check completed; software crash observed during diagnostics. quick fix system check passed,Software/Data Issue,1,Low,Monitor
MD03819,X-Ray Machine,2016-01-29,2016,1,January,9,9,Matched,7-9 Years,MedEquip,Model-300,UK,5215.517258644875,5215.517258644875,Valid,19.24,4,0,0,No Failure Reported,2,Medium,Component component upgrade after detecting abnormal sound; functionality restored. component issue moderate delay,Mechanical Issue,2,Medium,Monitor
MD01662,MRI Scanner,2018-06-08,2018,6,June,7,7,Matched,7-9 Years,RescueTech,Model-150,Italy,7967.090687207114,7967.090687207114,Valid,7.03,1,3,1,Failure Reported,1,Low,circuit failure caused operational delay; recalibration initiated. quick fix quick fix,Electerical Issue,1,Low,Monitor
MD00733,MRI Scanner,2021-02-22,2021,2,February,4,4,Matched,4-6 Years,MedEquip,Model-400,France,3632.8168256174654,3632.8168256174654,Valid,6.89,5,2,1,Failure Reported,1,Low,voltage spike caused operational delay; inspection initiated. quick fix system check passed,Electerical Issue,0,Low,Monitor
MD04103,PET Scanner,2021-09-09,2021,9,September,4,4,Matched,4-6 Years,MedEquip,Model-400,Canada,6347.243055037017,6347.243055037017,Valid,2.36,2,1,1,Failure Reported,2,Medium,sensor misalignment caused operational delay; system reset initiated. component issue device required inspection,Sensor Issue,0,Low,Monitor
MD00195,Infusion Pump,2014-10-17,2014,10,October,11,11,Matched,10+Years,ScanPro,Model-250,Canada,6825.766874230238,6825.766874230238,Valid,8.15,3,2,1,Failure Reported,2,Medium,overheating caused operational delay; component upgrade initiated. driver update component review,Overheating,1,Low,Monitor
MD00370,PET Scanner,2020-09-17,2020,9,September,5,5,Matched,4-6 Years,UltraMed,Model-100,Canada,6929.790448418058,6929.790448418058,Valid,5.02,1,2,1,Failure Reported,1,Low,voltage spike caused operational delay; software patch initiated. minor issue routine reset,Electerical Issue,0,Low,Monitor
MD00056,X-Ray Machine,2019-05-30,2019,5,May,6,6,Matched,4-6 Years,ScanPro,Model-550,Italy,18477.32557058728,18477.32557058728,Valid,15.4,3,3,1,Failure Reported,3,High,software crash caused operational delay; recalibration initiated. data loss hardware fault,Software/Data Issue,4,High,Review for Replacement
MD04741,Defibrillator,2014-01-10,2014,1,January,11,11,Matched,10+Years,ImagingTech,Model-550,Japan,-1218.2846773709616,1218.2846773709616,Negative Cost Corrected,16.3,1,1,1,Failure Reported,3,High,Component recalibration after detecting battery wear; functionality restored. data loss system crash,Battery Issue,3,Medium,Monitor
MD01687,CT Scanner,2018-03-09,2018,3,March,7,7,Matched,7-9 Years,RescueTech,Model-100,France,6294.608947689636,6294.608947689636,Valid,9.85,1,0,0,No Failure Reported,1,Low,overheating caused operational delay; software patch initiated. quick fix minor issue,Overheating,0,Low,Monitor
MD00038,MRI Scanner,2016-02-22,2016,2,February,9,9,Matched,7-9 Years,ScanPro,Model-150,UK,5919.2775684401495,5919.2775684401495,Valid,4.73,4,1,1,Failure Reported,1,Low,sensor misalignment caused operational delay; component upgrade initiated. log cleaned minor issue,Sensor Issue,1,Low,Monitor
MD00166,MRI Scanner,2019-11-02,2019,11,November,6,6,Matched,4-6 Years,MedEquip,Model-450,UK,2385.1650410619054,2385.1650410619054,Valid,1.37,5,5,1,Failure Reported,1,Low,Routine check completed; circuit failure observed during diagnostics. quick fix system check passed,Electerical Issue,1,Low,Monitor
MD05082,PET Scanner,2023-12-19,2023,12,December,2,2,Matched,0-3 Years,ImagingTech,Model-650,UK,3503.5662084234896,3503.5662084234896,Valid,22.31,5,1,1,Failure Reported,3,High,Routine check completed; overheating observed during diagnostics. critical failure critical failure,Overheating,2,Medium,Monitor
MD04110,Infusion Pump,2017-12-07,2017,12,December,8,8,Matched,7-9 Years,UltraMed,Model-500,USA,8154.506071626537,8154.506071626537,Valid,22.32,4,2,1,Failure Reported,3,High,System performance degraded due to data lag; mitigation via software patch. data loss hardware fault,Software/Data Issue,3,Medium,Monitor
MD04416,CT Scanner,2015-01-31,2015,1,January,10,10,Matched,10+Years,MedEquip,Model-350,Canada,2832.767289271312,2832.767289271312,Valid,29.71,4,3,1,Failure Reported,3,High,System performance degraded due to circuit failure; mitigation via system reset. data loss critical malfunction,Electerical Issue,4,High,Review for Replacement
MD02843,CT Scanner,2020-10-30,2020,10,October,5,5,Matched,4-6 Years,UltraMed,Model-550,UK,13193.367876696746,13193.367876696746,Valid,7.45,5,0,0,No Failure Reported,3,High,Routine check completed; software crash observed during diagnostics. reboot failed high priority failure,Software/Data Issue,2,Medium,Monitor
MD02202,CT Scanner,2018-02-22,2018,2,February,7,7,Matched,7-9 Years,ScanPro,Model-600,France,14802.754724492845,14802.754724492845,Valid,17.59,3,2,1,Failure Reported,3,High,System performance degraded due to circuit failure; mitigation via inspection. sensor replaced critical failure,Electerical Issue,3,Medium,Review for Replacement
MD02695,X-Ray Machine,2017-03-16,2017,3,March,8,8,Matched,7-9 Years,ImagingTech,Model-650,France,16128.799874150203,16128.799874150203,Valid,11.97,2,0,0,No Failure Reported,3,High,data lag caused operational delay; firmware update initiated. critical failure critical malfunction,Software/Data Issue,3,Medium,Monitor
MD03002,Defibrillator,2014-10-15,2014,10,October,11,11,Matched,10+Years,ImagingTech,Model-250,France,5476.379928265317,5476.379928265317,Valid,24.97,5,3,1,Failure Reported,3,High,System performance degraded due to overheating; mitigation via firmware update. data loss urgent inspection needed,Overheating,4,High,Review for Replacement
MD04037,X-Ray Machine,2013-08-27,2013,8,August,12,12,Matched,10+Years,RescueTech,Model-150,France,22250.67384695744,22250.67384695744,Valid,10.23,2,1,1,Failure Reported,3,High,Routine check completed; abnormal sound observed during diagnostics. reboot failed sensor replacement,Sensor Issue,3,Medium,Monitor
MD03075,CT Scanner,2023-03-05,2023,3,March,2,2,Matched,0-3 Years,UltraMed,Model-250,UK,12780.70838124843,12780.70838124843,Valid,15.52,3,3,1,Failure Reported,2,Medium,Routine check completed; sensor misalignment observed during diagnostics. reviewed logs driver update applied,Sensor Issue,3,Medium,Review for Replacement
MD00531,Infusion Pump,2020-01-26,2020,1,January,5,5,Matched,4-6 Years,ImagingTech,Model-400,Italy,2159.1701490542287,2159.1701490542287,Valid,15.66,3,1,1,Failure Reported,2,Medium,System performance degraded due to voltage spike; mitigation via recalibration. moderate delay performance warning,Electerical Issue,1,Low,Monitor
MD02356,Defibrillator,2015-07-12,2015,7,July,10,10,Matched,10+Years,ImagingTech,Model-150,Italy,5226.477230693801,5226.477230693801,Valid,14.7,5,2,1,Failure Reported,2,Medium,software crash caused operational delay; firmware update initiated. reviewed logs performance warning,Software/Data Issue,2,Medium,Monitor
MD04668,X-Ray Machine,2017-04-25,2017,4,April,8,8,Matched,7-9 Years,UltraMed,Model-600,UK,12456.334441907746,12456.334441907746,Valid,15.92,2,1,1,Failure Reported,2,Medium,System performance degraded due to battery wear; mitigation via firmware update. reviewed logs device required inspection,Battery Issue,3,Medium,Review for Replacement
MD03685,Infusion Pump,2020-02-06,2020,2,February,5,5,Matched,4-6 Years,UltraMed,Model-300,Japan,688.615319532464,688.615319532464,Valid,6.77,5,1,1,Failure Reported,1,Low,Component system reset after detecting data lag; functionality restored. quick fix quick fix,General Maintenance,0,Low,Monitor
MD00540,X-Ray Machine,2015-12-23,2015,12,December,10,10,Matched,10+Years,ImagingTech,Model-200,Japan,4877.399981112549,4877.399981112549,Valid,14.9,2,3,1,Failure Reported,3,High,Component inspection after detecting voltage spike; functionality restored. reboot failed urgent inspection needed,Electerical Issue,4,High,Review for Replacement
MD01303,Defibrillator,2018-08-15,2018,8,August,7,7,Matched,7-9 Years,CardioSync,Model-100,Italy,23822.938916577416,23822.938916577416,Valid,28.48,5,5,1,Failure Reported,3,High,Component firmware update after detecting voltage spike; functionality restored. critical failure emergency shutdown,Electerical Issue,4,High,Review for Replacement
MD03170,X-Ray Machine,2022-06-20,2022,6,June,3,3,Matched,0-3 Years,ImagingTech,Model-400,Canada,3655.218967010366,3655.218967010366,Valid,3.1,1,1,1,Failure Reported,1,Low,Component firmware update after detecting circuit failure; functionality restored. minor issue log file cleared,Electerical Issue,0,Low,Monitor
MD01584,Defibrillator,2023-07-05,2023,7,July,2,2,Matched,0-3 Years,UltraMed,Model-250,Canada,2307.061874871831,2307.061874871831,Valid,3.04,2,1,1,Failure Reported,2,Medium,sensor misalignment caused operational delay; recalibration initiated. driver update average severity report,Sensor Issue,0,Low,Monitor
MD03426,CT Scanner,2019-08-05,2019,8,August,6,6,Matched,4-6 Years,RescueTech,Model-100,UK,4969.909608224818,4969.909608224818,Valid,4.46,3,1,1,Failure Reported,1,Low,System performance degraded due to overheating; mitigation via firmware update. minor issue log file cleared,Overheating,0,Low,Monitor
MD02848,CT Scanner,2018-11-17,2018,11,November,7,7,Matched,7-9 Years,CardioSync,Model-650,Canada,4474.802656928058,4474.802656928058,Valid,6.47,3,0,0,No Failure Reported,2,Medium,Component recalibration after detecting overheating; functionality restored. component issue average severity report,Overheating,0,Low,Monitor
MD01470,X-Ray Machine,2023-02-05,2023,2,February,2,2,Matched,0-3 Years,ImagingTech,Model-650,Canada,4912.874916849987,4912.874916849987,Valid,17.96,4,0,0,No Failure Reported,2,Medium,Component component upgrade after detecting sensor misalignment; functionality restored. component issue moderate delay,Sensor Issue,1,Low,Monitor
MD00819,PET Scanner,2019-12-27,2019,12,December,6,6,Matched,4-6 Years,RescueTech,Model-250,UK,6206.280997355261,6206.280997355261,Valid,2.31,3,4,1,Failure Reported,2,Medium,abnormal sound caused operational delay; component upgrade initiated. moderate delay device required inspection,Mechanical Issue,1,Low,Monitor
MD01142,PET Scanner,2022-03-14,2022,3,March,3,3,Matched,0-3 Years,ScanPro,Model-400,Italy,24.012306718640925,24.012306718640925,Valid,5.47,5,2,1,Failure Reported,2,Medium,Component software patch after detecting circuit failure; functionality restored. moderate delay non-critical warning,Electerical Issue,0,Low,Monitor
MD00278,X-Ray Machine,2017-12-07,2017,12,December,8,8,Matched,7-9 Years,MedEquip,Model-200,Japan,12520.841588723772,12520.841588723772,Valid,29.53,4,7,1,Failure Reported,3,High,Routine check completed; sensor misalignment observed during diagnostics. sensor replaced emergency shutdown,Sensor Issue,5,High,Review for Replacement
MD04862,CT Scanner,2016-01-04,2016,1,January,9,9,Matched,7-9 Years,MedEquip,Model-300,Japan,5165.321304917275,5165.321304917275,Valid,1.34,4,1,1,Failure Reported,1,Low,Routine check completed; circuit failure observed during diagnostics. quick fix system check passed,Electerical Issue,1,Low,Monitor
MD03563,Defibrillator,2020-08-01,2020,8,August,5,5,Matched,4-6 Years,ScanPro,Model-400,USA,28236.770172518667,28236.770172518667,Valid,14.36,4,2,1,Failure Reported,3,High,sensor misalignment caused operational delay; inspection initiated. data loss critical failure,Sensor Issue,2,Medium,Monitor
MD03792,Infusion Pump,2016-01-05,2016,1,January,9,9,Matched,7-9 Years,ScanPro,Model-550,Japan,15326.527537521277,15326.527537521277,Valid,25.43,5,2,1,Failure Reported,3,High,Component inspection after detecting voltage spike; functionality restored. reboot failed critical malfunction,Electerical Issue,4,High,Review for Replacement
MD02677,MRI Scanner,2020-01-30,2020,1,January,5,5,Matched,4-6 Years,MedEquip,Model-450,Japan,5127.28948607215,5127.28948607215,Valid,2.95,5,1,1,Failure Reported,1,Low,System performance degraded due to data lag; mitigation via inspection. software reset routine reset,Software/Data Issue,0,Low,Monitor
MD04073,Defibrillator,2023-12-26,2023,12,December,2,2,Matched,0-3 Years,MedEquip,Model-350,USA,4498.643513746248,4498.643513746248,Valid,6.59,3,0,0,No Failure Reported,2,Medium,Routine check completed; sensor misalignment observed during diagnostics. component issue device required inspection,Sensor Issue,0,Low,Monitor
MD03436,MRI Scanner,2014-02-14,2014,2,February,11,11,Matched,10+Years,MedEquip,Model-600,Italy,3024.8540278868745,3024.8540278868745,Valid,5.71,3,1,1,Failure Reported,2,Medium,System performance degraded due to software crash; mitigation via firmware update. moderate delay average severity report,Software/Data Issue,1,Low,Monitor
MD03649,PET Scanner,2014-05-17,2014,5,May,11,11,Matched,10+Years,ScanPro,Model-350,UK,4703.431665332945,4703.431665332945,Valid,2.53,5,1,1,Failure Reported,1,Low,Component system reset after detecting data lag; functionality restored. quick fix quick fix,General Maintenance,1,Low,Monitor
MD01394,PET Scanner,2020-07-20,2020,7,July,5,5,Matched,4-6 Years,MedEquip,Model-350,Japan,20045.951004768187,20045.951004768187,Valid,23.34,1,3,1,Failure Reported,3,High,battery wear caused operational delay; firmware update initiated. data loss high priority failure,Battery Issue,4,High,Review for Replacement
MD04398,Defibrillator,2020-07-29,2020,7,July,5,5,Matched,4-6 Years,CardioSync,Model-450,UK,5128.252666338795,5128.252666338795,Valid,4.37,1,1,1,Failure Reported,1,Low,data lag caused operational delay; recalibration initiated. software reset quick fix,Software/Data Issue,0,Low,Monitor
MD02509,Defibrillator,2018-04-19,2018,4,April,7,7,Matched,7-9 Years,UltraMed,Model-100,Canada,13966.56880384493,13966.56880384493,Valid,20.69,4,1,1,Failure Reported,3,High,System performance degraded due to sensor misalignment; mitigation via firmware update. sensor replaced critical failure,Sensor Issue,3,Medium,Review for Replacement
MD03537,X-Ray Machine,2022-07-12,2022,7,July,3,3,Matched,0-3 Years,MedEquip,Model-600,UK,-1957.0084654092263,1957.0084654092263,Negative Cost Corrected,28.57,5,1,1,Failure Reported,3,High,Routine check completed; circuit failure observed during diagnostics. data loss emergency shutdown,Electerical Issue,2,Medium,Monitor
MD03726,CT Scanner,2013-12-24,2013,12,December,12,12,Matched,10+Years,ImagingTech,Model-100,France,9551.069676101632,9551.069676101632,Valid,8.73,2,0,0,No Failure Reported,2,Medium,Component software patch after detecting sensor misalignment; functionality restored. reviewed logs non-critical warning,Sensor Issue,1,Low,Monitor
MD00341,X-Ray Machine,2020-10-19,2020,10,October,5,5,Matched,4-6 Years,RescueTech,Model-200,UK,14117.852766375994,14117.852766375994,Valid,27.19,5,2,1,Failure Reported,3,High,Routine check completed; circuit failure observed during diagnostics. critical failure critical failure,Electerical Issue,3,Medium,Review for Replacement
MD03763,PET Scanner,2023-03-26,2023,3,March,2,2,Matched,0-3 Years,CardioSync,Model-500,USA,4858.582601989203,4858.582601989203,Valid,5.1,5,1,1,Failure Reported,1,Low,System performance degraded due to overheating; mitigation via inspection. quick fix routine reset,Overheating,0,Low,Monitor
MD01088,CT Scanner,2020-02-15,2020,2,February,5,5,Matched,4-6 Years,MedEquip,Model-650,Japan,9157.00363069895,9157.00363069895,Valid,16.27,2,1,1,Failure Reported,3,High,System performance degraded due to voltage spike; mitigation via replacement. critical failure critical malfunction,Electerical Issue,2,Medium,Monitor
MD02962,CT Scanner,2018-06-13,2018,6,June,7,7,Matched,7-9 Years,UltraMed,Model-200,USA,11550.726459856349,11550.726459856349,Valid,14.37,4,1,1,Failure Reported,2,Medium,System performance degraded due to sensor misalignment; mitigation via system reset. reviewed logs performance warning,Sensor Issue,0,Low,Monitor
MD03924,Infusion Pump,2016-12-05,2016,12,December,9,9,Matched,7-9 Years,CardioSync,Model-350,Japan,3397.3308722366583,3397.3308722366583,Valid,3.82,3,1,1,Failure Reported,1,Low,Routine check completed; abnormal sound observed during diagnostics. software reset log file cleared,Software/Data Issue,1,Low,Monitor
MD00135,X-Ray Machine,2018-05-05,2018,5,May,7,7,Matched,7-9 Years,ScanPro,Model-650,France,3766.756042401718,3766.756042401718,Valid,20.38,2,4,1,Failure Reported,3,High,System performance degraded due to abnormal sound; mitigation via component upgrade. critical failure emergency shutdown,Mechanical Issue,3,Medium,Review for Replacement
MD04643,CT Scanner,2020-07-16,2020,7,July,5,5,Matched,4-6 Years,RescueTech,Model-300,UK,7591.525092902021,7591.525092902021,Valid,10.19,5,2,1,Failure Reported,3,High,circuit failure caused operational delay; replacement initiated. data loss critical malfunction,Electerical Issue,1,Low,Monitor
MD03415,Defibrillator,2022-08-29,2022,8,August,3,3,Matched,0-3 Years,ScanPro,Model-600,Japan,13560.163223289295,13560.163223289295,Valid,11.03,2,3,1,Failure Reported,3,High,battery wear caused operational delay; recalibration initiated. sensor replaced hardware fault,Battery Issue,3,Medium,Review for Replacement
MD02579,X-Ray Machine,2014-03-21,2014,3,March,11,11,Matched,10+Years,UltraMed,Model-500,Japan,10227.22378646652,10227.22378646652,Valid,4.12,4,1,1,Failure Reported,3,High,overheating caused operational delay; firmware update initiated. data loss high priority failure,Overheating,2,Medium,Monitor
MD01527,Defibrillator,2022-07-31,2022,7,July,3,3,Matched,0-3 Years,UltraMed,Model-500,UK,3417.164949111933,3417.164949111933,Valid,3.9,5,5,1,Failure Reported,1,Low,System performance degraded due to sensor misalignment; mitigation via firmware update. software reset log file cleared,Sensor Issue,1,Low,Monitor
MD00035,X-Ray Machine,2018-07-29,2018,7,July,7,7,Matched,7-9 Years,ImagingTech,Model-550,Canada,5933.955620671846,5933.955620671846,Valid,11.68,2,4,1,Failure Reported,2,Medium,Routine check completed; battery wear observed during diagnostics. reviewed logs driver update applied,Battery Issue,1,Low,Monitor
MD03408,X-Ray Machine,2013-07-23,2013,7,July,12,12,Matched,10+Years,MedEquip,Model-250,USA,6158.990926387463,6158.990926387463,Valid,1.45,5,2,1,Failure Reported,1,Low,battery wear caused operational delay; firmware update initiated. minor issue quick fix,Battery Issue,1,Low,Monitor
MD01414,MRI Scanner,2019-09-19,2019,9,September,6,6,Matched,4-6 Years,RescueTech,Model-400,Canada,5443.415150034715,5443.415150034715,Valid,4.95,3,2,1,Failure Reported,1,Low,abnormal sound caused operational delay; inspection initiated. software reset minor issue,Software/Data Issue,0,Low,Monitor
MD03332,MRI Scanner,2015-08-02,2015,8,August,10,10,Matched,10+Years,RescueTech,Model-250,Japan,22763.216979666497,22763.216979666497,Valid,5.17,3,0,0,No Failure Reported,3,High,Component inspection after detecting sensor misalignment; functionality restored. data loss high priority failure,Sensor Issue,3,Medium,Monitor
MD01903,MRI Scanner,2018-06-21,2018,6,June,7,7,Matched,7-9 Years,ImagingTech,Model-550,UK,2878.9865801694914,2878.9865801694914,Valid,9.19,4,1,1,Failure Reported,1,Low,sensor misalignment caused operational delay; system reset initiated. quick fix system check passed,Sensor Issue,0,Low,Monitor
MD02333,CT Scanner,2019-07-09,2019,7,July,6,6,Matched,4-6 Years,UltraMed,Model-550,Canada,21721.56222081328,21721.56222081328,Valid,28.45,4,2,1,Failure Reported,3,High,System performance degraded due to software crash; mitigation via recalibration. critical failure high priority failure,Software/Data Issue,3,Medium,Review for Replacement
MD05314,MRI Scanner,2016-06-12,2016,6,June,9,9,Matched,7-9 Years,ScanPro,Model-450,UK,5047.6811743477865,5047.6811743477865,Valid,2.68,3,1,1,Failure Reported,1,Low,Routine check completed; battery wear observed during diagnostics. software reset temporary glitch,Battery Issue,1,Low,Monitor
MD02532,CT Scanner,2020-01-06,2020,1,January,5,5,Matched,4-6 Years,ScanPro,Model-300,France,1469.8886585448945,1469.8886585448945,Valid,5.58,5,2,1,Failure Reported,1,Low,Routine check completed; abnormal sound observed during diagnostics. quick fix low priority fault,Mechanical Issue,0,Low,Monitor
MD02297,X-Ray Machine,2020-11-30,2020,11,November,5,5,Matched,4-6 Years,CardioSync,Model-300,Canada,3794.1091851720194,3794.1091851720194,Valid,6.31,2,0,0,No Failure Reported,1,Low,System performance degraded due to software crash; mitigation via firmware update. software reset low priority fault,Software/Data Issue,0,Low,Monitor
MD01509,X-Ray Machine,2015-06-07,2015,6,June,10,10,Matched,10+Years,ScanPro,Model-350,Canada,3757.8418182847886,3757.8418182847886,Valid,7.59,2,4,1,Failure Reported,1,Low,System performance degraded due to data lag; mitigation via replacement. log cleaned routine reset,General Maintenance,2,Medium,Review for Replacement
MD00976,PET Scanner,2013-09-22,2013,9,September,12,12,Matched,10+Years,RescueTech,Model-100,France,11834.377909962714,11834.377909962714,Valid,11.57,2,1,1,Failure Reported,3,High,Routine check completed; battery wear observed during diagnostics. data loss system crash,Battery Issue,2,Medium,Monitor
MD03765,PET Scanner,2018-09-03,2018,9,September,7,7,Matched,7-9 Years,MedEquip,Model-450,Japan,3730.01271962036,3730.01271962036,Valid,8.2,3,2,1,Failure Reported,1,Low,Component firmware update after detecting data lag; functionality restored. log cleaned temporary glitch,Software/Data Issue,0,Low,Monitor
MD02391,Defibrillator,2022-05-31,2022,5,May,3,3,Matched,0-3 Years,ScanPro,Model-450,Japan,3880.946286832804,3880.946286832804,Valid,5.69,5,2,1,Failure Reported,1,Low,Routine check completed; sensor misalignment observed during diagnostics. software reset routine reset,Sensor Issue,0,Low,Monitor
MD00801,CT Scanner,2019-08-15,2019,8,August,6,6,Matched,4-6 Years,UltraMed,Model-300,UK,10666.29039379817,10666.29039379817,Valid,18.86,2,3,1,Failure Reported,3,High,data lag caused operational delay; software patch initiated. data loss system crash,Software/Data Issue,3,Medium,Review for Replacement
MD05182,PET Scanner,2014-07-15,2014,7,July,11,11,Matched,10+Years,RescueTech,Model-150,Japan,7520.554942443749,7520.554942443749,Valid,2.7,4,6,1,Failure Reported,2,Medium,Component recalibration after detecting overheating; functionality restored. reviewed logs driver update applied,Overheating,2,Medium,Review for Replacement
MD01503,MRI Scanner,2021-10-24,2021,10,October,4,4,Matched,4-6 Years,ImagingTech,Model-150,USA,913.0498340730004,913.0498340730004,Valid,2.77,5,4,1,Failure Reported,1,Low,overheating caused operational delay; component upgrade initiated. software reset stable condition,Overheating,1,Low,Monitor
MD00674,Infusion Pump,2023-11-13,2023,11,November,2,2,Matched,0-3 Years,UltraMed,Model-200,France,8674.004854806095,8674.004854806095,Valid,14.56,5,4,1,Failure Reported,2,Medium,Routine check completed; abnormal sound observed during diagnostics. moderate delay driver update applied,Software/Data Issue,1,Low,Monitor
MD04112,CT Scanner,2016-09-17,2016,9,September,9,9,Matched,7-9 Years,MedEquip,Model-300,Italy,14342.910666438484,14342.910666438484,Valid,16.4,2,3,1,Failure Reported,3,High,Routine check completed; voltage spike observed during diagnostics. data loss sensor replacement,Electerical Issue,5,High,Review for Replacement
MD05171,MRI Scanner,2017-02-22,2017,2,February,8,8,Matched,7-9 Years,ImagingTech,Model-150,Canada,7308.797271161095,7308.797271161095,Valid,8.81,5,0,0,No Failure Reported,1,Low,System performance degraded due to voltage spike; mitigation via inspection. quick fix temporary glitch,Electerical Issue,1,Low,Monitor
MD04603,Defibrillator,2016-04-13,2016,4,April,9,9,Matched,7-9 Years,RescueTech,Model-450,Japan,8612.445203389958,8612.445203389958,Valid,21.47,4,2,1,Failure Reported,3,High,System performance degraded due to software crash; mitigation via firmware update. data loss urgent inspection needed,Software/Data Issue,3,Medium,Monitor
MD04336,PET Scanner,2014-06-28,2014,6,June,11,11,Matched,10+Years,RescueTech,Model-550,Japan,11872.660188199365,11872.660188199365,Valid,8.97,5,3,1,Failure Reported,3,High,overheating caused operational delay; recalibration initiated. data loss system crash,Overheating,3,Medium,Review for Replacement
MD05036,CT Scanner,2020-06-01,2020,6,June,5,5,Matched,4-6 Years,ScanPro,Model-550,Japan,6553.841996642317,6553.841996642317,Valid,1.38,1,2,1,Failure Reported,1,Low,Component replacement after detecting abnormal sound; functionality restored. log cleaned low priority fault,Mechanical Issue,0,Low,Monitor
MD04884,PET Scanner,2019-04-15,2019,4,April,6,6,Matched,4-6 Years,MedEquip,Model-650,France,6318.837303409809,6318.837303409809,Valid,20.63,2,3,1,Failure Reported,3,High,Component component upgrade after detecting software crash; functionality restored. reboot failed urgent inspection needed,Software/Data Issue,3,Medium,Review for Replacement
MD05328,X-Ray Machine,2021-06-25,2021,6,June,4,4,Matched,4-6 Years,MedEquip,Model-550,Canada,5493.500407872902,5493.500407872902,Valid,8.78,1,1,1,Failure Reported,1,Low,Routine check completed; sensor misalignment observed during diagnostics. log cleaned low priority fault,Sensor Issue,0,Low,Monitor
MD03917,X-Ray Machine,2020-10-27,2020,10,October,5,5,Matched,4-6 Years,CardioSync,Model-150,Canada,3704.6210592822094,3704.6210592822094,Valid,11.45,5,0,0,No Failure Reported,3,High,Routine check completed; circuit failure observed during diagnostics. critical failure high priority failure,Electerical Issue,1,Low,Monitor
MD01030,X-Ray Machine,2019-06-06,2019,6,June,6,6,Matched,4-6 Years,CardioSync,Model-200,Japan,-731.8811085818321,731.8811085818321,Negative Cost Corrected,17.04,3,0,0,No Failure Reported,2,Medium,Routine check completed; battery wear observed during diagnostics. component issue performance warning,Battery Issue,1,Low,Monitor
MD02469,PET Scanner,2016-07-30,2016,7,July,9,9,Matched,7-9 Years,RescueTech,Model-600,Canada,4349.581855657008,4349.581855657008,Valid,3.71,3,1,1,Failure Reported,1,Low,sensor misalignment caused operational delay; recalibration initiated. log cleaned temporary glitch,Sensor Issue,1,Low,Monitor
MD04026,X-Ray Machine,2015-10-13,2015,10,October,10,10,Matched,10+Years,RescueTech,Model-650,Italy,15531.849722125318,15531.849722125318,Valid,10.45,4,4,1,Failure Reported,2,Medium,abnormal sound caused operational delay; component upgrade initiated. component issue component review,Mechanical Issue,3,Medium,Review for Replacement
MD01409,PET Scanner,2021-04-26,2021,4,April,4,4,Matched,4-6 Years,RescueTech,Model-350,USA,7560.142240323348,7560.142240323348,Valid,7.42,2,7,1,Failure Reported,1,Low,System performance degraded due to data lag; mitigation via component upgrade. software reset low priority fault,Software/Data Issue,1,Low,Monitor
MD01431,CT Scanner,2015-02-20,2015,2,February,10,10,Matched,10+Years,ScanPro,Model-150,France,8116.19357832212,8116.19357832212,Valid,6.38,5,5,1,Failure Reported,1,Low,Routine check completed; voltage spike observed during diagnostics. minor issue system check passed,Electerical Issue,2,Medium,Review for Replacement
MD02005,X-Ray Machine,2018-02-17,2018,2,February,7,7,Matched,7-9 Years,ScanPro,Model-250,Canada,2966.1642153179987,2966.1642153179987,Valid,5.8,1,1,1,Failure Reported,1,Low,System performance degraded due to battery wear; mitigation via system reset. log cleaned stable condition,Battery Issue,0,Low,Monitor
MD03226,CT Scanner,2020-01-16,2020,1,January,5,5,Matched,4-6 Years,RescueTech,Model-250,USA,8978.174605021593,8978.174605021593,Valid,11.13,5,1,1,Failure Reported,3,High,Routine check completed; software crash observed during diagnostics. sensor replaced high priority failure,Sensor Issue,1,Low,Monitor
MD00240,PET Scanner,2022-03-23,2022,3,March,3,3,Matched,0-3 Years,CardioSync,Model-550,Canada,13638.984141451789,13638.984141451789,Valid,25.3,3,1,1,Failure Reported,3,High,Component firmware update after detecting software crash; functionality restored. sensor replaced critical failure,Sensor Issue,3,Medium,Review for Replacement
MD03343,MRI Scanner,2019-03-30,2019,3,March,6,6,Matched,4-6 Years,RescueTech,Model-500,UK,20306.23261571297,20306.23261571297,Valid,17.57,5,1,1,Failure Reported,3,High,Component recalibration after detecting overheating; functionality restored. reboot failed urgent inspection needed,Overheating,3,Medium,Review for Replacement
MD01568,Defibrillator,2019-04-26,2019,4,April,6,6,Matched,4-6 Years,CardioSync,Model-150,USA,770.3584893583327,770.3584893583327,Valid,3.66,5,1,1,Failure Reported,1,Low,Routine check completed; data lag observed during diagnostics. quick fix temporary glitch,General Maintenance,0,Low,Monitor
